TimeSeries ID,projects/225025244257/locations/us-central1/tensorboards/3015760283873312768/experiments/tuning-experiment-20251123195319017383/runs/tuning-experiment-run-20251123195319017383/timeSeries/3485111345379016704,projects/225025244257/locations/us-central1/tensorboards/3015760283873312768/experiments/tuning-experiment-20251123195319017383/runs/tuning-experiment-run-20251123195319017383/timeSeries/6943875859199557632
3,0.6773563027381897,0.6895356774330139
2,0.6728143095970154,0.6894301176071167
1,0.6784688830375671,0.689387857913971
